,have_inv,intervallo
1565,1,"(0.0, 200.0]"
1566,1,"(1800.0, 2000.0]"
1567,1,"(0.0, 200.0]"
1568,1,"(0.0, 200.0]"
1569,1,"(6400.0, 6600.0]"
1570,1,"(-200.0, 0.0]"
1571,1,"(11800.0, 12000.0]"
1572,1,"(40800.0, 41000.0]"
1573,1,"(0.0, 200.0]"
1574,1,"(40600.0, 40800.0]"
1575,1,"(200.0, 400.0]"
1576,0,"(2200.0, 2400.0]"
1577,1,"(0.0, 200.0]"
1578,0,"(-200.0, 0.0]"
1579,1,"(0.0, 200.0]"
1580,1,"(0.0, 200.0]"
1581,1,"(3800.0, 4000.0]"
1582,1,"(40600.0, 40800.0]"
1583,1,"(5200.0, 5400.0]"
1584,1,"(22800.0, 23000.0]"
1585,1,"(0.0, 200.0]"
1586,1,"(2000.0, 2200.0]"
1587,1,"(40800.0, 41000.0]"
1588,1,"(38800.0, 39000.0]"
1589,1,"(0.0, 200.0]"
1590,1,"(40600.0, 40800.0]"
1591,1,"(40800.0, 41000.0]"
1592,1,"(0.0, 200.0]"
1593,1,"(0.0, 200.0]"
1594,1,"(0.0, 200.0]"
1595,0,"(-200.0, 0.0]"
1596,1,"(0.0, 200.0]"
1597,1,"(600.0, 800.0]"
1598,0,"(0.0, 200.0]"
1599,1,"(1000.0, 1200.0]"
1600,1,"(13400.0, 13600.0]"
1601,1,"(40400.0, 40600.0]"
1602,1,"(400.0, 600.0]"
1603,1,"(4000.0, 4200.0]"
1604,1,"(0.0, 200.0]"
1605,1,"(0.0, 200.0]"
1606,1,"(14000.0, 14200.0]"
1608,1,"(22800.0, 23000.0]"
1609,0,"(0.0, 200.0]"
1610,1,"(1000.0, 1200.0]"
1611,1,"(1600.0, 1800.0]"
1612,1,"(0.0, 200.0]"
1613,1,"(0.0, 200.0]"
1614,1,"(400.0, 600.0]"
1615,1,"(0.0, 200.0]"
1616,0,"(-200.0, 0.0]"
1617,1,"(0.0, 200.0]"
1618,1,"(0.0, 200.0]"
1619,1,"(0.0, 200.0]"
1620,1,"(0.0, 200.0]"
1621,1,"(39400.0, 39600.0]"
1622,1,"(0.0, 200.0]"
1623,1,"(0.0, 200.0]"
1624,1,"(0.0, 200.0]"
1625,1,"(-200.0, 0.0]"
1626,1,"(0.0, 200.0]"
1627,1,"(2000.0, 2200.0]"
1628,1,"(0.0, 200.0]"
1629,1,"(40600.0, 40800.0]"
1630,1,"(1800.0, 2000.0]"
1631,1,"(0.0, 200.0]"
1632,1,"(40400.0, 40600.0]"
1633,1,"(40800.0, 41000.0]"
1634,0,"(-200.0, 0.0]"
1635,1,"(-200.0, 0.0]"
1636,1,"(0.0, 200.0]"
1637,1,"(3800.0, 4000.0]"
1638,1,"(2000.0, 2200.0]"
1639,1,"(5200.0, 5400.0]"
1640,1,"(200.0, 400.0]"
1641,1,"(0.0, 200.0]"
1642,1,"(0.0, 200.0]"
1643,1,"(0.0, 200.0]"
1644,1,"(0.0, 200.0]"
1645,1,"(-200.0, 0.0]"
1646,1,"(40800.0, 41000.0]"
1647,1,"(40800.0, 41000.0]"
1648,1,"(20400.0, 20600.0]"
1649,1,"(-200.0, 0.0]"
1650,1,"(-200.0, 0.0]"
1651,1,"(10600.0, 10800.0]"
1652,1,"(400.0, 600.0]"
1653,1,"(0.0, 200.0]"
1654,1,"(40600.0, 40800.0]"
1655,1,"(-200.0, 0.0]"
1656,1,"(0.0, 200.0]"
1657,1,"(0.0, 200.0]"
1658,1,"(40600.0, 40800.0]"
1659,1,"(0.0, 200.0]"
1660,1,"(400.0, 600.0]"
1661,1,"(0.0, 200.0]"
1662,1,"(200.0, 400.0]"
1663,1,"(400.0, 600.0]"
1664,1,"(0.0, 200.0]"
1665,0,"(-200.0, 0.0]"
1666,1,"(0.0, 200.0]"
1667,1,"(0.0, 200.0]"
1668,1,"(0.0, 200.0]"
1669,1,"(0.0, 200.0]"
1670,1,"(8400.0, 8600.0]"
1671,0,"(20200.0, 20400.0]"
1672,1,"(0.0, 200.0]"
1673,1,"(0.0, 200.0]"
1674,1,"(8400.0, 8600.0]"
1675,1,"(0.0, 200.0]"
1676,1,"(0.0, 200.0]"
1677,1,"(0.0, 200.0]"
1678,1,"(2600.0, 2800.0]"
1679,1,"(0.0, 200.0]"
1680,1,"(1200.0, 1400.0]"
1681,1,"(200.0, 400.0]"
1682,0,"(0.0, 200.0]"
1683,1,"(0.0, 200.0]"
1684,1,"(0.0, 200.0]"
1685,1,"(0.0, 200.0]"
1686,1,"(0.0, 200.0]"
1687,1,"(0.0, 200.0]"
1688,1,"(22400.0, 22600.0]"
1689,1,"(200.0, 400.0]"
1690,1,"(2800.0, 3000.0]"
1691,1,"(2400.0, 2600.0]"
1692,1,"(0.0, 200.0]"
1693,0,"(-200.0, 0.0]"
1694,1,"(15800.0, 16000.0]"
1695,0,"(200.0, 400.0]"
1696,1,"(31200.0, 31400.0]"
1697,1,"(36800.0, 37000.0]"
1698,1,"(0.0, 200.0]"
1699,0,"(24600.0, 24800.0]"
1700,1,"(0.0, 200.0]"
1701,1,"(8400.0, 8600.0]"
1702,1,"(40800.0, 41000.0]"
1703,1,"(800.0, 1000.0]"
1704,1,"(-200.0, 0.0]"
1705,1,"(0.0, 200.0]"
1706,0,"(17600.0, 17800.0]"
1707,1,"(0.0, 200.0]"
1708,1,"(31200.0, 31400.0]"
1709,1,"(32000.0, 32200.0]"
1710,1,"(24400.0, 24600.0]"
1711,1,"(3400.0, 3600.0]"
1712,1,"(0.0, 200.0]"
1713,1,"(15400.0, 15600.0]"
1714,0,"(-200.0, 0.0]"
1715,1,"(1000.0, 1200.0]"
1716,1,"(40800.0, 41000.0]"
1717,1,"(1000.0, 1200.0]"
1718,1,"(0.0, 200.0]"
1719,1,"(0.0, 200.0]"
1720,1,"(-200.0, 0.0]"
1721,1,"(7600.0, 7800.0]"
1722,1,"(400.0, 600.0]"
1723,1,"(0.0, 200.0]"
1724,1,"(0.0, 200.0]"
1725,1,"(0.0, 200.0]"
1726,1,"(0.0, 200.0]"
1727,1,"(200.0, 400.0]"
1728,1,"(15200.0, 15400.0]"
1729,1,"(30000.0, 30200.0]"
1730,1,"(20600.0, 20800.0]"
1731,1,"(40600.0, 40800.0]"
1732,1,"(200.0, 400.0]"
1733,1,"(0.0, 200.0]"
1734,1,"(0.0, 200.0]"
1735,1,"(0.0, 200.0]"
1736,1,"(200.0, 400.0]"
1737,1,"(600.0, 800.0]"
1738,1,"(0.0, 200.0]"
1739,1,"(600.0, 800.0]"
1740,1,"(0.0, 200.0]"
1741,1,"(0.0, 200.0]"
1742,1,"(0.0, 200.0]"
1743,1,"(0.0, 200.0]"
1744,1,"(0.0, 200.0]"
1745,1,"(8800.0, 9000.0]"
1746,0,"(-200.0, 0.0]"
1747,1,"(0.0, 200.0]"
1748,1,"(0.0, 200.0]"
1749,1,"(0.0, 200.0]"
1750,1,"(0.0, 200.0]"
1751,1,"(0.0, 200.0]"
1752,1,"(0.0, 200.0]"
1753,1,"(400.0, 600.0]"
1754,1,"(0.0, 200.0]"
1755,0,"(-200.0, 0.0]"
1756,0,"(-200.0, 0.0]"
1757,1,"(200.0, 400.0]"
1758,1,"(0.0, 200.0]"
1759,1,"(200.0, 400.0]"
1760,1,"(16200.0, 16400.0]"
1761,1,"(0.0, 200.0]"
1762,1,"(40600.0, 40800.0]"
1763,1,"(-200.0, 0.0]"
1764,1,"(0.0, 200.0]"
1765,1,"(400.0, 600.0]"
1766,1,"(0.0, 200.0]"
1767,1,"(0.0, 200.0]"
1768,0,"(0.0, 200.0]"
1769,1,"(200.0, 400.0]"
1770,1,"(0.0, 200.0]"
1771,1,"(20000.0, 20200.0]"
1772,1,"(0.0, 200.0]"
1773,1,"(40600.0, 40800.0]"
1774,1,"(1400.0, 1600.0]"
1775,1,"(0.0, 200.0]"
1776,1,"(-200.0, 0.0]"
1777,1,"(1400.0, 1600.0]"
1778,1,"(400.0, 600.0]"
1779,1,"(-200.0, 0.0]"
1780,1,"(40400.0, 40600.0]"
1781,1,"(17800.0, 18000.0]"
1782,1,"(27600.0, 27800.0]"
1783,1,"(0.0, 200.0]"
1784,1,"(-200.0, 0.0]"
1785,1,"(0.0, 200.0]"
1786,1,"(0.0, 200.0]"
1787,1,"(0.0, 200.0]"
1788,1,"(0.0, 200.0]"
1789,1,"(400.0, 600.0]"
1790,1,"(-200.0, 0.0]"
1791,1,"(10400.0, 10600.0]"
1792,1,"(0.0, 200.0]"
1793,1,"(23200.0, 23400.0]"
1794,1,"(0.0, 200.0]"
1795,1,"(6600.0, 6800.0]"
1796,1,"(0.0, 200.0]"
1797,1,"(-200.0, 0.0]"
1799,1,"(1000.0, 1200.0]"
1800,1,"(0.0, 200.0]"
1801,1,"(0.0, 200.0]"
1802,1,"(40600.0, 40800.0]"
1803,0,"(-400.0, -200.0]"
1804,1,"(0.0, 200.0]"
1805,1,"(0.0, 200.0]"
1806,1,"(2400.0, 2600.0]"
1807,1,"(200.0, 400.0]"
1808,1,"(0.0, 200.0]"
1809,1,"(400.0, 600.0]"
1810,1,"(0.0, 200.0]"
1811,0,"(0.0, 200.0]"
1812,1,"(800.0, 1000.0]"
1813,1,"(0.0, 200.0]"
1815,1,"(40600.0, 40800.0]"
1816,1,"(5400.0, 5600.0]"
1817,1,"(0.0, 200.0]"
1818,1,"(0.0, 200.0]"
1819,1,"(0.0, 200.0]"
1820,1,"(22600.0, 22800.0]"
1821,1,"(1800.0, 2000.0]"
1822,1,"(2000.0, 2200.0]"
1823,0,"(0.0, 200.0]"
1824,1,"(1600.0, 1800.0]"
1825,1,"(0.0, 200.0]"
1826,1,"(40600.0, 40800.0]"
1827,1,"(0.0, 200.0]"
1828,1,"(200.0, 400.0]"
1829,1,"(-200.0, 0.0]"
1830,1,"(0.0, 200.0]"
1831,1,"(8800.0, 9000.0]"
1832,1,"(40600.0, 40800.0]"
1833,1,"(1600.0, 1800.0]"
1834,1,"(0.0, 200.0]"
1835,1,"(0.0, 200.0]"
1836,0,"(-1200.0, -1000.0]"
1837,1,"(0.0, 200.0]"
1838,1,"(5400.0, 5600.0]"
1839,1,"(-200.0, 0.0]"
1840,0,"(-200.0, 0.0]"
1841,1,"(0.0, 200.0]"
1842,1,"(400.0, 600.0]"
1843,1,"(40800.0, 41000.0]"
1844,1,"(5800.0, 6000.0]"
1845,1,"(-200.0, 0.0]"
1846,1,"(0.0, 200.0]"
1847,1,"(0.0, 200.0]"
1848,1,"(-200.0, 0.0]"
1849,0,"(-200.0, 0.0]"
1850,1,"(40800.0, 41000.0]"
1851,1,"(200.0, 400.0]"
1852,1,"(0.0, 200.0]"
1853,1,"(0.0, 200.0]"
1854,1,"(9400.0, 9600.0]"
1855,1,"(0.0, 200.0]"
1856,1,"(0.0, 200.0]"
1857,1,"(2600.0, 2800.0]"
1858,1,"(0.0, 200.0]"
1859,1,"(12000.0, 12200.0]"
1860,1,"(0.0, 200.0]"
1861,1,"(40600.0, 40800.0]"
1862,1,"(10800.0, 11000.0]"
1863,1,"(7600.0, 7800.0]"
1864,1,"(0.0, 200.0]"
1865,1,"(0.0, 200.0]"
1866,0,"(0.0, 200.0]"
1867,1,"(0.0, 200.0]"
1868,1,"(36600.0, 36800.0]"
1869,0,"(-200.0, 0.0]"
1870,1,"(1600.0, 1800.0]"
1871,0,"(-200.0, 0.0]"
1872,1,"(0.0, 200.0]"
1873,1,"(0.0, 200.0]"
1874,1,"(200.0, 400.0]"
1875,1,"(0.0, 200.0]"
1876,1,"(0.0, 200.0]"
1877,1,"(-200.0, 0.0]"
1878,1,"(5000.0, 5200.0]"
1879,1,"(0.0, 200.0]"
1880,1,"(0.0, 200.0]"
1881,1,"(40600.0, 40800.0]"
1882,1,"(0.0, 200.0]"
1883,1,"(1200.0, 1400.0]"
1884,1,"(0.0, 200.0]"
1885,1,"(200.0, 400.0]"
1886,1,"(40400.0, 40600.0]"
1887,1,"(0.0, 200.0]"
1888,1,"(-200.0, 0.0]"
1889,1,"(0.0, 200.0]"
1890,1,"(0.0, 200.0]"
1891,0,"(-200.0, 0.0]"
1892,1,"(0.0, 200.0]"
1893,1,"(40600.0, 40800.0]"
1894,1,"(400.0, 600.0]"
1895,1,"(40800.0, 41000.0]"
1896,1,"(0.0, 200.0]"
1897,0,"(0.0, 200.0]"
1898,1,"(600.0, 800.0]"
1899,1,"(40400.0, 40600.0]"
1900,1,"(0.0, 200.0]"
1901,1,"(200.0, 400.0]"
1902,1,"(40600.0, 40800.0]"
1903,0,"(-200.0, 0.0]"
1904,1,"(0.0, 200.0]"
1905,1,"(0.0, 200.0]"
1906,1,"(0.0, 200.0]"
1907,1,"(12600.0, 12800.0]"
1908,1,"(0.0, 200.0]"
